text,target
السلام عليكم الله يحفظ بلادنا يارب وحفظ جميع بلاد المسلمين الله يوفقك ومبروك على الأخت سعيدة شرف الله يقولها بالسلامة وتربى في عزها وكذلك الأخ تحفة مبروك عليكم والله يزيد في الإسلام ✌✌✌✌,1
خوتي المغاربة الله يبعد عليكم كل سوء عندي جوج وصفات لتقوية المناعة ربما تفيد الناس في الوقاية من هذا المرض وتعزز مناعتهم في قناتي إسمها ساور كراوت طبعا الناس تاع أوروبا هوما لي يقدرو يعرفوها هاذ الوصفة كتقوي المناعة ووصفة عصير الكرفس. جربوهم وقراو على الفوائد تاع الكرفس وكذلك الساور كراوت لي هو مخمر الكرومب اشياء رخيصة وفوائدها بمثابة المعجزة جروبهم ماخاسرين والو لأنه كل ما تعزز جهاز المناعة وصار قوي كتقدر تحارب هاذ الفيرس اللعين تاع كورونا. أنا كنحاول نقرأ ونجرب عاد نصور ليكم الوصفة لدرجة الساور كراوت ولا هو علاج الانفلونزا ليا ولوليداتي وما بقيتش ناخذ مضادات حيوية. وأنا احتسب كل وصفة مفيدة صدقة جارية على روح والدتي ووالدي الله يرحمهم. ولي جربت الوصفة ترسلها لكل الناس لي عندهم كبار السن و الأطفال لأنه هاذ الفئة كتكون مناعتهم ضعيفة. قبل ما نسى بخرو الدار بالشيح لأنه كيقتل الفيروسات كلها وعليكم بأكل البصل الأحمر والاخضر والتوم. بدون طبخ حطوهم في السلطات. لا تستهينو بهذا الفايرس. والله يحمي جميع المسلمين يارب,1
الاستاذ العلمي احترمك وتفتح أعيننا على أشياء كثيرة ملكنا عاهل البلاد وحامي الرعايا ولكن اريد ان أسألك هل تحمل العثماني مسوؤلية عدم التحرك وهو فقط اداة,1
اول مرة كنشوف القناة عجبني بزاف الله يحفظك ومسيرة موفقة,1
نريد من الشرطه كل موقع تيسب او يشتم احد يلقى القبض عليه ويتم محاكمتهم,1
سير اخويا الله يجعل في كل خطوة خطوة تخطوها نجاح وانتصار,1
تبارك الله عليك الله يحفظك بقى تكلم في كل مواضيعك على هذ المرض الخطير لكن حاجة لي الله يحفظك بعينك تصححها هي كلمة حالة حالت الله انت شبهتيها بحالة خيبة قول استغفر الله وصحح العبارة لان الله لا يشبه به احد سمح ليااولدي على الملاحظة انا من متتبعيك وتنفتاخر بالشباب المغاربة متلك,1
شكرا اخي على الموضوع ولكن بغيت غير عرف علا ش هاذ الفيروسات كتبان فالصبن اولا,1
هاد العصابة لي سرقوا سيدهم مليكنا لعزيز خصهم إتحبسو في سجن صحراء هما والرمل باش إحسو معنى ديال السجن و إن شاء الله بإذن الله تعالى تكون معاهم بائعة بنات بلادها باش إحرمو هاد الأعمال الشنيعة.الله إحفظك أسي العلمي 💜👍👍,1
اخي شكرا لك على شرح هذا الداء لقد وضحت لنا هذا المرض والله ينصر ملكنا ويحفظوا لينا ويطول فعمرو رآه هو لكاين عندنا اما الحكومة رآه نائمة ومخبرونا بوالوا,1
عاش مليكنا لعزيز الله إبارك ليه ف صحيحتو الله إنصرو,1
محتواك جيد جدا👍,1
👍👍المختصر والمفيد اللهم انا نسألك العفو والعافية,1
مرحبا بك ياابني راني كانتضرك في كل وقت باش نسمع الجديد,1
ألف والف مبروك للاخت الغالية سعيدة شرف الجميلة الله يجعلها ليك زيادة في الرزق والخير والسعادة وتنظريها كما تريدينا في حياتك يارب ومبروك والف مبروك,1
اخي الكريم راها الأخت دنيا الفيلالي التي تعيش في الصين قالت في فيديو مباشر وفي خبر عاجل قالت انهم اليوم اعلنت الصين انها لقات أللقاح والعلاج لهذا الوباء,1
الله أحفض محمد السادس من الخونة و الخيانة. هادشي متيبشرش بالخير نوريد اقصا عقوبة لي منضفة القصر نكارين الخير . بنادم ما مبقاش عندو اخلاق طماعيييين طماعين تبعو المادة و نساو إسلام و الامانة و والوفاء انا من إيطاليا و والحمد لله تعلمت اخلاق في هادا البلد و احب بلدي الاصلي,1
الله يحفظنا ويحفظكم او جميع المسلمين انشاء الله,1
شكرا اخي على كل الشروحات القيمة.... يقال ان هذا الفيروس مخطط له من طرف الولايات المتحدة للتخلص من التطور السريع و المبهر للصين مادامت المنافسة الشريفة ستكلف بلد العم سام الشىء الكثير و ربما دون جدوى.... اما مسألة سرقة القصر، فأقول حفظ الله ملكنا الحبيب و أعانه و ابعد عنه و عنا شر الانس و الجن.,1
كفاش نديرو الوقاية اخويا نصحونا عفاك,1
لايجب تناول السكر والحلويات على الاقل في هذه الفترة لانها تقتل المناعة,1
عااااااش الملك عاااااااش الملك والله ينصر,1
بقا و خوتي المغاربة تاكلوا البصلة خضرة مهمة ترفع المناعة,1
كان كل أوقاتي هو وراء ماوصلت له قضية الصحراء المغربية وتتبع صاحب الجلاله محمد السادس في كل تحركاته عبر الاقطار وابحت عندالدول التي تساندنا هدا هو الموضوع الذي يجب أن يشمل الرأي العام ناهيك عن مواضيع أخرى الصحة و التمدرس لكي نرقى ببلادنا إلى أعلى مستوى,1
ملكي 👑 الله يحفظو ابس من بعد ربي لا أحد غيره ربي يخليه لنا,1
الحمد لله على التدخل الملكي لاخواننا في الصين،بقاو فينا ،التدخل الملكي المناسب في الوقت المناسب،!,1
الله يحفظنا ويحفظ جميع المسلمين يااااارب,1
شكرا بزاف اخي الكريم على كل المعلومات القيمة أنا من متابعات القناة ودائما أدعي الله يحفظك و ينور طريقك,1
الدكتور صاحب قناة Mazen saka يتحدت عن علاج هدا المرض علينا بزهرة اللوبتس,1
الله حفظک الله عطیک عز 👍👍👍👍👍👍👍👍👍👍👍👍,1
الله ينجي بلدنا المغرب من فيروس كورونا,1
الله يفضح كل خاءن وغدار ويحفظ بلادنا وملكنا لي نسأل الله يسترو ويحفضو لنا,1
هههه ضحكتيني على اكشوان اكنوان,1
السلام عليكم ورحمة الله وبركاته ليلة سعيدة مع الجميع و تهانينا القلبية لسعيدة شرف الف مبروك عليها البنيتة تربى في عزها ان شاء الله,1
خاصنا نعاونو الدولة عفاكم لما بعدو على التجمعات عفاكم لما باراك من بوسان و تعناق الله يحفظنا و يحفظكم ياربي,1
شكرا هلى الفيديو,1
دارت دولة عقلها وتبرهش الشعب,1
سناء احسن صحافية,1
نحن في هذا الوقت بحاجة إلى الرجوع إلى الله بالتوبة والاستغفار، ونكثر من الصلاة في الليل والتضرع بالدعاء في السجود والإكثار من الطاعات والبعد عن المعاصي والذنوب، ولا نقلد غيرنا في الأغاني والسخرية وأنواع الفساد ونبتعد عن النزاعات والأنانية وحب النفس. وبحاجة إلى أن نكون يدا واحدة نتعاون على البر والتقوى وما فيه نفع للبلاد والعباد، وإذا لم تستطع أن تنفع غيرك فكف شرك عن الناس. أسأل الله أن يفرج عنا ويرفع البلاء وأن يرد الناس إليه ويجعل ما أصابهم سببا في رجوعهم وتوبتهم وقربهم منه. ✍🏻 فضيلة الشيخ علي الرملي,1
ياربي تحفظ بلادنا واهلنا وملكنا يارب من هاد الوباء,1
الخوت الوضع خطير لازم نتعاونو مع الدولة ديالنا ونبعدو على الاختلاط وحيدو تسلام وكل واحد يجلس في دارو,1
سننظم حملة لتسبيع جميع عباد الله قولوا يا حفيظ يالطيف مئة مرة أة اكثر نريد الكون كله يسبح لله إلى أن يرفع الله علينا هذا الوباء أرحوكم أخبروا بها الناس,1
الله يحفظ اهلنا في المغرب تحياتي من العراق,1
عندنا الزهر رءيس الحكومة طبيب,1
السيد العتماني،يقول ان الكمامات. غير مجدية وان الفيروس ينتقل عبر المصافحة وعبر ملامسة الأماكن التي يكون فيها الفيروس موجودا ،انا بصفتي سائق سيارة أجرة انتقل عبر عدة أماكن ويركب لدي عدة مواطنيين والمس بيدي عدة أشياء خاصة الابواب التي تتعرض للمس من عدة أشخاص ،يعني نحن كسائقين معرضين للإصابة بهدا الفيروس وسنعرض اناس آخرين للإصابة ايضا به في نظركم ماهي الاجراءات التي ستتخدونها للحيلولةدون وقوع الاشياء السالفة الذكر ام نحن بدورناسنمكت في بيوتنا الى اشعار أخر .,1
لقد استنتجت من هدا الحوار على أن المغرب لديه صحافيين متميزين ومؤهلين .الله يحفظ بلادنا من كل وباء و ضر .عاش الملك .الله الوطن الملك.,1
سلام عليكم اخوتي وخواتي المغرب تنتمن شفاء لي جميع يربي أ مي مريض بسرطنان دعيومعه ربي شفتيه الوليد مريض للقلب دعيومعه دعوة أربعنة🤲🤲 شخص مستجب😭😭😭,1
ماشي كلشي عﻻ الدوله حتي الشعب خاصو يوعا والوقاية خير من العﻻج,1
بسم الله الرحمان الرحيم الذي لا يضر مع اسمه من شيء لا في الارض ولا في السماء وهو السميع العليم ، أستغفر الله العظيم وأتوب إليه ، لا إله إلا أنت سبحانك إني كنت من الظالمين ، اللهم إرفع عنا البلاء واقنا شر الداء اللهم أعود بك من البرص والجنون والجذام وأعود بك من سيء الأسقام يا رب أمين,1
الحل بسيط هو اعادة اعمار المناطق الغير مكتضة بالسكان لحصر الفيروس وقتله لنفسه بنفسه,1
كل شيء قيد الدراسة........اللي زربان العام طويل😨😥😪,1
مالكم معدين على عثماني هذ مغاربة شحال فيهم ديال تحكار ؤ تبعكيك دولة دايرا خدمتها وحمدوا الله، في دول متقدمة ماتوفرش ليهم لي وفروا ليكم حكومة مغربية، بحال هذ الأزمات خاص شعب و الحكومة وقفوا مع بعضيتهم لاجتياز هذ الازمة بركا من تبعكيك,1
القرار لي تخدت الأوقاف بشد المراحض الوضؤ وا الجار اتيمم والقفات لكيعملو فيهوم الأحديا امزيان ولكين لمهما انا عليهم التعقيم مسجد من الداخل كوله وشده حتا اتأتي وقت الصلاة ويفتح والمراحض عليها أيضا تفتح لكي تكون النضاف,1
تعليق الدراسه ليس عطله والتلاميذ يظنه انه عطله ولكنه في الحقيقه انه حجر صحي,1
أم قطاع خاص المقاهي والمطاعم بالمغرب خاصو توقف من أجل الصحية المواطنين واشكر رئيس الحكومة,1
سلاماعليكم اجميع المسليمن تبارك الله فيك اختي سناء رحيمي جميع مغريبة الله حفظ شعب المغريبي ا محمد الساديس ياربي يارمان والسرا العلوي 😘😘😘😘,1
اولا خاصهوم ادير الحجر الصحي لمدة 14 يوم للقادمين من الخارج وخا اديرولهوم الحجر الصحي فديورهم امنعوهم من الخروج الاجراء التاني دوك لي دخلو المغرب امزال ممضات 14 يوم منين دخلو خاصهوم اراقبهوم ايمنعهوم من الخروج حتا تكمل 14 يوم,1
اجابة الوزير واضحة علا كل الاسئلة .,1
اثق لله يا عباد لله,1
كلشي قيد الدراسة و التقييم 😂😂,1
إذا كان صحيح أن الدولة قامت بهذه الإجراءات للوقاية من خطورة المرض و أن عدد الإصابات منخفضة لحد الآن فتحية ليكوم.,1
نتمنى ان تكون هذه المحادثة قول و فعل.,1
الله يحفظ ياربي ويدير تويل لخير,1
أول مرة الحكومة تقوم بعمل جيد جدا المهم لا توجد بؤرة الفيروس في المغرب,1
أنا معا لوزير هضرته معقولة,1
سعادة الرئيس غدي وغدي و غدي يخد اجرءاة إنشاء الله قبل م يموة شعب وغدي وغدي وغدي يساعدو المغارب فالمصارف كما يعدوهم من 20 سنة وإنشاء الله غدي يخلو الشعب يحكي دما حمممممممدالله علي خبز و العدس المتقوب 😂😂😂,1
أتمنى من إخواننا في المغرب أن يستفيدو من البلدان التي تفشى فيها الوباء وأخذ ما يمكن من أخذه من الاحتياطات لا بالنسبة للمسؤولين ولا المواطنين وعباد الله اجلسو في بيوتكم وتجنبوا الخروج والاختلاط,1
واجب على الشعب المغربي ان ياخذ الامر بجدية وان تكون عندنا الثقة في حكومتنا ودولتنا وان نتعاون معهم وان نبتعد عن التجمعات وعدم السفر والمكوث في بيوتنا لا نخرج إلا لي الضرورة القسوى والا نتقداو كثرة الاطعمة وتكديسها الحمد لله الكل متوفر في الاسواق لاتكون فينا ( اللهطة ) الخير موجود في بلادنا والحمد لله اللهم احفظ بلادنا من الاوبءة ومن الفتن ماظهر منها ومابطن,1
سناء رحيمي👍👍👍👍👍,1
متسناوش المسؤولين يحبسو عليكم كورونا ولا يديرو ليكم حل سحري غريب امر المغاربة حتا فايرووس كيحملو مسؤوليتو للحكوومة اكثر من الازم الدولة راه هي انا وانتا واحناا حنا لي خصنا نديرو يد فيد مع الحكومة ونطبقو القرارات حتا الى كانت صعيبة علينة ولكن هذا هو الحل الى بغينا بلادنا سالمة .. متبقاوش تنتاقدو الحكومة بزاف وتلوحو عليها كلشي راحنا لي مسوولين ا لخووت هنا فين نبينوو اننا شعب متحضرر و نضامنو مع بعضياتنا حيت هذا عدو لينا كاملين خص نتاحدو يد فيد حتا نتغلبو عليه .. 🇲🇦🇲🇦🇲🇦🇲🇦,1
غايجي رمضان و هادشب غايمشي انشالله,1
صحفي واحد فيه الكفاية ..,1
شكرا 2m على المجهود,1
سناء رحيمي تطرح اسئلة في الصميم,1
سي العتماني الله يعطيك الصحة وهاد الصحفيين الله يهديهم كثرة المقاطعة وغرضهم هو طرح الأسئلة بدون الاستماع الأجوبة حمقونا,1
لا داعي للقلق.هناك اناس اصيبوا بالفيروس وتماتلوا للشفاء بفعل الراحة وشرب السوائل بكمية كتيرة والابتعاد عن الاكتضاض والحجر الصحي التطوعي في المنزل والابتعاد عن افراد العائله غير المصابين.اما بالنسبة للشباب والشابات فلا خوف عليهم لان لديهم مناعة قوية.ولهذا يجب العناية بكبار السن والاطفال.يجب الالتزام بالانضباط والنضام في الشوارع والمحلات والاماكن العمومية.النضافة النضافة قبل كل شيء.اللهم احفض بلدنا.اكترو من الدعاء,1
تهافت فالأسئلة خليوه يكمل الفكرة باش توصل لمواطنين وتبث الثقة وطمئنينة فلمواطنين .,1
لا يمكن للمغرب أو أي دولة بمفردها مواجهة الوباء إذا قدر الله لذا يجب على الدول الإفريقية و خصوصا المغرب العربي التنسيق فيما بيننا و الاتحاد لمواجته اقتصاديا و صحيا و بكل ما أمكن,1
عثماني الله ايعطيك الصحة,1
يا ربي تحفظ المغرب وكل شبر من بلادي و تحفظ كل مغربي مسكين مقاتل مع الوقت,1
😍😍😍😍👍,1
ياربي يارحمن يارحيم حفظنا ونجينا من هد المرض حنا ولداتنا واخواتنا واخوانينا وبلادنا المغرب وجميع بلاد المسلمين يالله يالله يالله لا إله إلا الله سبحانك إني كنت من الظالمين آللهم إني أعوذ بك من البرص والجنون والجدام ومن سيء الاسقم انك على كل شيء قدير برحمتك يا ارحم الراحمين,1
الامر لله وعند الله غير الله يحفظنا وصافي حنا غير دراوش,1
مستشفى بن صميم للامراض الصدرية,1
سبحان الله وبحمده سبحان الله العظيم. سبحانك لا اله الا انت اني كنت ظالمين,1
رحم الله عبد الاله بن كيران!!!سبع وقاد بالغابة تماسيح وعفاريت .,1
اللهم إلطف بالبلاد والعباد,1
أحسن وأقوى رئيس الحكومة في تاريخ المغرب عظيييييييييم,1
الله يحفظ بلدنا العزيز المغرب,1
تحية للسيد رئيس الحكومة فعلا اثبت للمغاربة على المستوى الحواري الرائع والتصدي بشكل محترف للعديد من المقاطعات الغير اللازمة للصحفيين,1
المغرب بصراحة كان ذكي جدا لما أغلق الحدود بسرعة مع الدول,1
السلام عليكم ورحمة الله اما بعد، من وجهت نظري هاد اللقاء كان خاص اكون مع الشخص المؤتر ف المجتمع المغربي لي غادي اسمعو كلامو ويديرو بيه ويتيقوه، كان على جلالة الملك هوا لي ادير اللقاء وشكراً. 🇲🇦,1
عاش الملك محمد السادس bon courage شعارنا الله الوطن الملك,1
كان لقاء في غاية الأهمية شكراً جزيلا للوزير العثماني والصحافيين والقناة الباثة المهم على الكل أن لا يستهين بالموضوع واتخاذ الحيطة والحذر في الأماكن العامة وكذلك غسل اليدين وتعقيمها بالمعقم الخاص باليدين مثل هاند سانتايزر لفوريفر ليفينغ بروديكتس وتجنب المصافحة والسلام بالتقبيل عافانا الله من كل بلاء,1
الله ينجي جميع المسلمين يارب,1
بهذلاتو هاد سناء ... تحية للمرأة المغربية❤❤❤,1
يجب ان نثق في دولتنا وان نتعاون معها .وان نلتزم باداب النظافة . وان نحتاط لانفسنا. وان لا نتسارع الى تخزين الاطعمة واللهفة .ان نكون ايجابين. حفظ الله بلدنا.الى جد الان كان تصرف حكومتنا جيدا. لنتعاون جميعا ولا نتهاون.,1
اللهم احفظنا واحفظ جميع المسلمين من هذا الوباء الخطير,1
شكرا كثير سيد رئيس,1
كنتمنى تكون إعادة الإجتماع مع رئيس الحكومة الأسبوع المقبل لمعرفة الأرقام وكذا الإجابة عن الأسئلة التي ثم طرحها لأنه يحكي لنا بدن أجوبة,1
لله ينصركم لحكومة ديالنا,1
اللقاء كان فوقتو . اشعرنا بالاطمأنان ان الدولة كاتقوم بمجهود كبير. حتا حنا كافراض خاص نساهمو على الاقل بالقيام بالإجراءات الوقائية,1
هذه فرصة سانحة للقنوات التلفزية المغربية للبرهنة على وطنيتها بالانخراط في عملية التعليم عن بعد و تعويض بعض البرامج التافهة و الفارغة من المضمون ببرامج هادفة للتعليم عن بعد خاصة المستويات الإبتدائية و الإعدادية لأن هذه الفترة الحرجة تستدعي تجنيد كل الإمكانيات المتاحة لمصلحة الوطن و المواطنين بعيدا عن كل مزايدة أو مراوغة و الله الموفق لما فيه الخير و هو المستعان و عليه التكلان.,1
الله يعاون رئيس الحكومة ويحفظ ويحفظ المغاربة ويبعد علينا المرض ويشافي المرضى ان شاء الله تجدون دواء لهذا المرض 🇲🇦 الله يحفظ جميع الدول,1
غادي نشفو وغادي ندرسو والناس يغسلو يدهم بالصابون فالوقت المناسب اندرولها الحال ولكن الفرد خصو يكون واعي,1
الحمد لله على كل حال الله يحفظنا جميعا,1
السلام عليكم ورحمة الله وبركاته المرجو من السيد الوزير الأول و كذا وزير التعليم و وزارة الإعلام العمل على تسخير القنوات الإعلامية و وسائل الإعلام العمومية المختلفة للانخراط في عملية التعليم عن بعد و تعويض بعض البرامج التافهة ببرامج تعليمية هادفة تعوض الناشئة عن إغلاق المدارس الحكومية والخاصة بسبب الظروف الاستثنائية,1
بلادي الغالي ياربي تحغضك,1
المغرب تعامل مع هذه الظاهرة بطريقة ذكية لم تستطعها الدول المتقدمة....ليس العثماني او الحكومة ..وانما الاجهزة التي تعمل في الخفاء......,1
الله يلطلف بينا,1
اللهم 🤲🏻إرحم بلاد المسلمين🥺🥺 من الذاء والوباء🤲🏻🤲🏻,1
المغرب بصراحة كان ذكي جدا لما أغلق الحدود بسرعة مع الدول الموبوءة...,1
هذا الخطوات اللي اتخذت الحكومة في محلها لان الفيروس ينتشر بسرعة ،الناس خاصها تأخذ الامر بجدية،لان الحكومة مايمكنش دير كلشي .,1
اللهم أرحمنا برحمتك يا رب العالمين,1
بلادي❤️🤲🤲🤲,1
العثماني يتكلم سبحان الله العظيم,1
برافو للحكومة أن تتخذ قرار إغلاق الحدود مع جميع الدول.,1
أخيرا مسؤول مغربي. يتحدت الي الشعب,1
ياربي تحفضنا من هاد لفيروس,1
الشفاء عند الله وليس عند العبد,1
خصنا غير نقويو االايمان ديالنا,1
تحيا إيطاليا التي ضحت ب الاقتصادها من أجل شعبها,1
ان شاء الله لن يمسنا مكروه بدعوات كل المسلمين في كل بقاع العالم,1
يارب تلطف بينا,1
العثماني بحال ديما,1
الله ألطف بينا,1
الله يرفع علينا هاد البلاء ويرحمنا برحمة ديالو,1
ياربي تحفض المسلمين اجمعين ياربي قولوا امين,1
ياربي السلامة، الله يحد الباس، وينجينا من الداء والوباء,1
السلام الاخوان كنتمنى التوفيق و النجاح ليكم الا بغينا نكبروا قنوات ديالنا خاصنا نتعاونومم بعضياتنا بالا شتراك و الله موفق الجميع و ديما مغرب🤝🏻🤝🏻🤝🏻,1
بعد لمزيانة في هاد المرض كلشي عيبقى يصلي. كل حاجة شر فيها خير ههههه,1
الله يحفضنا,1
الله يحفظنا جميعا,1
الحمد لله الذي عفانا بما ابتلى غيرنا,1
ابلا من آداب إسلام اي واحد ك هو كح خصووحظ ايدو على فمو الله بعد بلادنا علي شر ورحمنا,1
شكرا جزيلا على هد المعلومات,1
الحمد لله والشكر لله كل منتمنو لبلدنا المغرب الحبيب العزيز ان لا يصيبه اي سوء بادن الله,1
شكرا على لمعلومات الله هوا ليشافي,1
شكرا لتعريفك لنا بهذا المرض,1
معلومه صحيحه. وتبارك الله عليك. تقديم ممتاز.,1
"*ًيارب دكت جبالك وهزت أرضك وذعرت جميع خلقك وإنتهكت* *حرمتك ويعجز لساني عن وصف ما تبقى من فعل خلقك* *ربي إن كان سخطا"" فبرحمتك نستغيث* *وإن كان إبتلاء"" فلا تجعلنا من القانطين* *ربي* *أنا ووطني والمسلمون نستغيث بلطفك فلا تردنا ولا تردهم ياعظيم خائبين* *وإختر لنا ولا تخيرنا* *وكف عنا البلاء و فرجها علينا وعلى جميع بلدان المسلمين* *يارب يارب يارب* *أكثروا قول* *اللهــمَّ لا تقتلنا بغضبك* *ولاتهلكنا بعذابك* *وعافنا قبل ذلك* *حسبنا الله ونعم الوكيل* *اللهم ياشاهد غير غائب ياغالب غير مغلوب إجعل في أمر المسلمين فرجاً ومخرجاً* *لا إله إلا أنت سبحانك إني كنت من الظالمين* اشعلو الوتس بهذا الدعاء لحظات الاستجابه لاتفوتوها",1
الله يحفظنا من هدا الوباء,1
اللهم بلغنا شهر رمضان ونحن في أحسن حال 🤲🕌🧡,1
جزاك الله اختي اعلا المعلومات إنشاء الله الحمام مغديش أكون فيه المشكل درجات الحرارة مر تفعة هعههههههه,1
الله يحفضنا او يحفضكم. بارطجيوا....باش تعم الفايدة,1
اللهم احفظ بلادنا وبلاد المسلمين يا رب 🇲🇦❤️,1
أتمنى الصحة و السلامة للجميع,1
ولا يصيبنك الا ما كتب الله لك,1
شكرا بزاف 😊,1
شكرا,1
اللهم أثينا في دنيا حسنات وفي الأخرة حسنتا وقنا عذاب النار,1
كانتمنا من اللي شاف هاد التعليق 🔥❤️بغيت نقوليك سير الله ينجحك ويرزق مك بحجة ويفرحك فحياتك🥀♥️♥️ دخل دير ابوني و لايك و فعل الجرس ونشاء الله يعجبك المحتوى بييس♥️🔥,1
الله يحفظ مع الله يستر,1
*اللهم احفظنا بحفظك وجميع المسلمين يآرب العالمين*,1
الله إحفظ مع الله إستر وصافي,1
السبت والاحد فالصباح ديما تنخرجو نفوجو ونغيرو روتين الدار الحمد لله على نعمه ضاهرها وباطنها,1
تبارك الله على سيد رئيس الحكومة,1
ألله يصوب,1
الله اجازيكم بخير بركا من الانتقادات وانتبهو لنفوسنا ونحاولو نصلحو نفسنا قبل مانشوفو اشتيدير غيرنا فالله لا يغير ما بقوم حتى يغير ما بانفسهم حاولو تنفع بلادك بالانطلاق من نفسك أحيي ملك بلادنا الله انصر واحيي الطاقم الطبي والشرطة والجيش اللهم إحمي بلادنا,1
جلالة الملك محمد السادس حفظه الله وأدام سره وسدد خطاه. فعل ما لم يفعله السياسيون والأحزاب من أجل الحفاظ على المغرب والمغاربة في وقت كان فيه القرار الحكيم جد صعب...ونجح هذا القرار الذي يضحي بالمال لأجل حفظ الأرواح,1
مشهد راقى مع التزام كل من الكمامه,1
الله يحفظك أخي..,1
الله يحفظكم يارب مشاءالله تبارك الله على شوف تيفي,1
عنوان لا علاقة👎👎👎👎,1
الله يهدي الجميع,1
والله يلطف ياربي انشاء الله خير ستفرغ المستشفيات الكل سيتشافى بادن الله ديرولي ابوني يرحم ميمتكم لحنينة ابوني,1
هادي فرحة كبيرة وخير كثير كرونا فعل خيرا ملي اسدو هاد الملاهي الليلية فهوما اوكار لدعارة والسفالة😎😎😎😎,1
السلام الحمدالله ينقص الفساد شمن فنان ومشي تخدم بالحلال وتقي الله,1
سبحان الله الفساد والملاهي وكل ما هو حرام سيتوقف هدا قرار من عند رب العالمين لتطهير الدنيا من أوساخ,1
عسى ان تكره شيء وخير لكم هذا وقت اصبح مرض نعمة على ما نفعل من ماصي وذنوب اللهم عافينا في اجسامنا وفكرنا وعقيدتنا وثبتنا على دين حق جعل هدا طاعون عبرة على رجوعنا لي طاعة الله و رسوله وحمد لله على نعمة اسلام,1
هدا فيروس ليس كفيروسات السابقة فيروس ديموقراطي لا يفرق بين الفقير و الغني,1
توحشنا النشاط,1
مناسبة هادي ترجاع للطريق الله يهديكوم,1
كنتمنى ليه انا كفنان وحنا كمسلمين كنتمناو ليك العفو من داك الخدمة,1
